lot_frontage,lot_area,street,lot_shape,land_slope,overall_qual,overall_cond,year_built,year_remod_add,mas_vnr_area,exter_qual,exter_cond,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_val,mo_sold,yr_sold,saleprice,alley_Grvl,alley_Pave,ms_subclass_20,ms_subclass_30,ms_subclass_40,ms_subclass_45,ms_subclass_50,ms_subclass_60,ms_subclass_70,ms_subclass_75,ms_subclass_80,ms_subclass_85,ms_subclass_90,ms_subclass_120,ms_subclass_160,ms_subclass_180,ms_subclass_190,mas_vnr_type_BrkCmn,mas_vnr_type_BrkFace,mas_vnr_type_Stone,ms_zoning_C (all),ms_zoning_FV,ms_zoning_I (all),ms_zoning_RH,ms_zoning_RL,ms_zoning_RM,land_contour_HLS,land_contour_Low,land_contour_Lvl,lot_config_CulDSac,lot_config_FR2,lot_config_FR3,lot_config_Inside,neighborhood_Blueste,neighborhood_BrDale,neighborhood_BrkSide,neighborhood_ClearCr,neighborhood_CollgCr,neighborhood_Crawfor,neighborhood_Edwards,neighborhood_Gilbert,neighborhood_Greens,neighborhood_IDOTRR,neighborhood_MeadowV,neighborhood_Mitchel,neighborhood_NAmes,neighborhood_NPkVill,neighborhood_NWAmes,neighborhood_NoRidge,neighborhood_NridgHt,neighborhood_OldTown,neighborhood_SWISU,neighborhood_Sawyer,neighborhood_SawyerW,neighborhood_Somerst,neighborhood_StoneBr,neighborhood_Timber,neighborhood_Veenker,condition_1_Feedr,condition_1_Norm,condition_1_PosA,condition_1_PosN,condition_1_RRAe,condition_1_RRAn,condition_1_RRNe,condition_1_RRNn,condition_2_Feedr,condition_2_Norm,condition_2_PosA,bldg_type_2fmCon,bldg_type_Duplex,bldg_type_Twnhs,bldg_type_TwnhsE,house_style_1.5Unf,house_style_1Story,house_style_2.5Fin,house_style_2.5Unf,house_style_2Story,house_style_SFoyer,house_style_SLvl,roof_style_Gable,roof_style_Gambrel,roof_style_Hip,roof_style_Mansard,roof_style_Shed,roof_matl_Tar&Grv,roof_matl_WdShake,roof_matl_WdShngl,exterior_1st_AsphShn,exterior_1st_BrkComm,exterior_1st_BrkFace,exterior_1st_CemntBd,exterior_1st_HdBoard,exterior_1st_MetalSd,exterior_1st_Plywood,exterior_1st_Stucco,exterior_1st_VinylSd,exterior_1st_Wd Sdng,exterior_1st_WdShing,exterior_2nd_AsphShn,exterior_2nd_Brk Cmn,exterior_2nd_BrkFace,exterior_2nd_CBlock,exterior_2nd_CmentBd,exterior_2nd_HdBoard,exterior_2nd_ImStucc,exterior_2nd_MetalSd,exterior_2nd_Plywood,exterior_2nd_Stucco,exterior_2nd_VinylSd,exterior_2nd_Wd Sdng,exterior_2nd_Wd Shng,foundation_CBlock,foundation_PConc,foundation_Slab,foundation_Stone,foundation_Wood,heating_GasW,heating_Grav,garage_type_Attchd,garage_type_Basment,garage_type_BuiltIn,garage_type_CarPort,garage_type_Detchd,garage_type_NA,misc_feature_NA,misc_feature_Othr,misc_feature_Shed,sale_type_CWD,sale_type_Con,sale_type_ConLD,sale_type_ConLI,sale_type_ConLw,sale_type_New,sale_type_Oth,sale_type_WD 
68.0,17082,1,1,1,6,5,1978,1992,288.0,1,1,3,2,2,2.0,964.0,-0.5,0.0,153.0,1117.0,3,1,3,1117,864,0,1981,1.0,0.0,2,1,4,1,2,8,3.0,1,2,1978.0,3,2.0,522.0,2,2,1.0,336,104,0,0,0,0,0,0,0,5,2010,230000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
74.0,16287,1,0,0,5,6,1925,1950,0.0,1,2,2,2,-1,2.0,130.0,1.0,105.0,666.0,901.0,1,1,3,901,450,0,1351,1.0,0.0,1,0,3,1,1,7,3.0,1,3,1975.0,1,2.0,576.0,2,2,0.0,0,0,43,0,100,0,0,0,0,7,2007,122000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
65.0,11050,1,0,0,5,5,1956,1956,0.0,1,1,2,2,-1,-1.0,488.0,-0.5,0.0,517.0,1005.0,3,1,3,1005,0,0,1005,0.0,0.0,1,0,2,1,1,6,3.0,1,2,1956.0,1,1.0,319.0,2,2,1.0,0,0,0,0,288,0,0,0,0,7,2006,133500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
60.0,10440,1,0,0,6,7,1920,1950,0.0,2,2,3,2,-1,-1.0,493.0,-0.5,0.0,1017.0,1510.0,3,1,3,1584,1208,0,2792,0.0,0.0,2,0,5,1,1,8,1.0,2,2,1920.0,1,2.0,520.0,1,2,1.0,0,547,0,0,480,0,0,3,1150,6,2008,256000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
41.0,2665,1,0,0,5,7,1976,1976,0.0,1,1,3,2,-1,2.0,318.0,-0.5,0.0,232.0,550.0,1,1,3,925,550,0,1475,0.0,0.0,2,0,4,1,1,6,3.0,1,2,1976.0,1,1.0,336.0,2,2,1.0,92,26,0,0,0,0,0,0,0,5,2008,129500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
80.0,10389,1,0,0,8,5,2003,2003,320.0,2,1,3,2,-1,3.0,1682.0,-0.5,0.0,296.0,1978.0,3,1,3,1978,0,0,1978,1.0,0.0,2,1,3,1,2,8,3.0,1,3,2003.0,2,3.0,850.0,2,2,1.0,188,25,0,0,0,0,0,0,0,5,2010,318000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
70.0,9658,1,1,0,8,5,2006,2006,383.0,2,1,3,2,-1,-0.5,0.0,-0.5,0.0,1598.0,1598.0,2,1,3,1606,0,0,1606,0.0,0.0,2,0,3,1,2,6,3.0,1,3,2006.0,2,3.0,871.0,2,2,1.0,230,60,0,0,0,0,0,0,0,7,2009,255900,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
63.0,7500,1,0,0,6,5,2004,2004,0.0,1,1,3,2,-1,-0.5,0.0,-0.5,0.0,1158.0,1158.0,3,1,3,1158,0,0,1158,0.0,0.0,1,1,3,1,2,5,3.0,0,0,2004.0,0,0.0,0.0,0,0,1.0,0,50,0,0,0,0,0,0,0,8,2009,143500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
79.0,14122,1,1,0,8,5,2005,2006,240.0,2,1,4,2,-1,3.0,28.0,-0.5,0.0,1794.0,1822.0,3,1,3,1822,0,0,1822,0.0,0.0,2,0,3,1,3,8,3.0,1,3,2005.0,2,3.0,678.0,2,2,1.0,0,119,0,0,0,0,0,0,0,2,2010,259000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
68.0,21000,1,0,0,6,5,1953,1953,184.0,1,2,3,2,1,2.0,35.0,2.0,869.0,905.0,1809.0,1,1,3,2259,0,0,2259,1.0,0.0,2,0,3,1,2,7,3.0,2,3,1953.0,1,2.0,450.0,2,2,1.0,166,120,192,0,0,0,0,3,0,10,2007,217000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
70.0,8737,1,1,0,6,7,1923,1950,0.0,1,1,3,2,-1,2.0,300.0,-0.5,0.0,765.0,1065.0,3,1,2,915,720,0,1635,0.0,0.0,1,1,3,1,1,6,3.0,1,3,1950.0,1,2.0,440.0,2,2,1.0,0,38,0,144,0,0,0,0,0,5,2007,210000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
68.0,8750,1,1,0,5,6,1970,1970,76.0,1,1,2,2,-1,1.0,828.0,-0.5,0.0,174.0,1002.0,1,1,3,1002,0,0,1002,1.0,0.0,1,0,3,1,1,5,3.0,0,0,1973.0,1,2.0,902.0,2,2,1.0,0,0,0,0,0,0,0,3,0,8,2009,148500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
73.0,8499,1,1,0,6,5,2006,2007,0.0,1,1,3,2,-1,-0.5,0.0,-0.5,0.0,616.0,616.0,3,1,3,616,796,0,1412,0.0,0.0,2,1,3,1,2,6,3.0,1,3,2007.0,3,2.0,432.0,2,2,1.0,0,36,0,0,0,0,0,0,0,3,2007,156932,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
72.0,11072,1,1,0,5,5,1965,1965,0.0,1,1,2,2,-1,-0.5,0.0,-0.5,0.0,1728.0,1728.0,1,1,3,1728,0,0,1728,0.0,0.0,2,0,6,2,1,10,3.0,0,0,1987.0,1,2.0,576.0,2,2,1.0,0,0,0,0,0,0,0,0,0,11,2008,145000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
64.0,6762,1,0,0,7,5,2007,2007,0.0,2,1,3,2,2,3.0,902.0,-0.5,0.0,380.0,1282.0,3,1,3,1290,0,0,1290,1.0,0.0,2,0,2,1,2,6,3.0,1,3,2007.0,2,2.0,662.0,2,2,1.0,168,0,0,0,0,0,0,0,0,5,2009,200000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
105.0,15431,1,0,0,10,5,2005,2006,400.0,3,1,4,2,3,3.0,1430.0,-0.5,0.0,564.0,1994.0,3,1,3,2046,0,0,2046,1.0,0.0,2,1,2,1,3,7,3.0,2,3,2005.0,3,3.0,878.0,2,2,1.0,188,65,0,0,175,0,0,0,0,8,2007,450000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
34.0,3230,1,0,0,6,5,1999,1999,894.0,1,1,3,2,-1,3.0,381.0,-0.5,0.0,348.0,729.0,2,1,3,742,729,0,1471,0.0,0.0,2,1,3,1,1,6,3.0,0,0,1999.0,1,2.0,440.0,2,2,1.0,0,24,0,0,0,0,0,0,0,3,2009,172500,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
90.0,10800,1,0,0,6,7,1974,1997,0.0,1,1,2,2,-1,2.0,956.0,2.0,182.0,384.0,1522.0,1,1,3,1548,1066,0,2614,0.0,0.0,2,1,4,1,1,9,3.0,1,2,1974.0,2,2.0,624.0,2,2,1.0,38,243,0,0,0,0,0,0,0,6,2008,240000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
102.0,11143,1,1,0,8,5,2004,2005,0.0,2,1,3,2,-1,-0.5,0.0,-0.5,0.0,1580.0,1580.0,3,1,3,1580,886,0,2466,0.0,0.0,3,0,4,1,2,8,3.0,1,3,2004.0,2,2.0,610.0,2,2,1.0,159,214,0,0,0,0,0,0,0,12,2007,340000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
73.0,8925,1,1,0,8,5,2007,2007,0.0,2,1,3,2,2,3.0,16.0,-0.5,0.0,1450.0,1466.0,3,1,3,1466,0,0,1466,0.0,0.0,2,0,3,1,2,7,3.0,0,0,2007.0,3,3.0,610.0,2,2,1.0,100,18,0,0,0,0,0,0,0,7,2009,201000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
120.0,10356,1,0,0,5,6,1975,1975,0.0,1,1,2,2,2,1.0,716.0,-0.5,0.0,253.0,969.0,1,1,3,969,0,0,969,0.0,0.0,1,1,3,1,1,5,3.0,0,0,1975.0,1,2.0,440.0,2,2,1.0,0,0,0,0,0,0,0,3,0,1,2007,122000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
93.0,12299,1,0,0,7,6,1978,1985,67.0,1,1,3,2,-1,3.0,1328.0,-0.5,0.0,201.0,1529.0,1,1,3,1664,0,0,1664,1.0,0.0,2,0,3,1,2,7,3.0,1,2,1978.0,3,2.0,663.0,2,2,1.0,0,0,0,0,0,0,0,0,0,9,2007,213000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
90.0,9900,1,0,0,6,5,1967,1967,0.0,2,1,2,2,-1,2.0,1173.0,-0.5,0.0,507.0,1680.0,1,1,3,1691,0,0,1691,1.0,0.0,1,0,2,1,1,5,3.0,0,0,1967.0,1,2.0,550.0,3,2,1.0,0,67,260,0,0,0,0,3,0,4,2009,175000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
64.0,6762,1,0,0,7,5,2007,2007,108.0,2,1,3,2,-1,3.0,664.0,-0.5,0.0,544.0,1208.0,3,1,3,1208,0,0,1208,1.0,0.0,2,0,2,1,2,6,3.0,0,0,2007.0,2,2.0,628.0,2,2,1.0,105,54,0,0,0,0,0,0,0,9,2007,195400,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
75.0,11625,1,0,0,5,6,1967,1967,172.0,1,1,2,2,-1,1.0,527.0,-0.5,0.0,525.0,1052.0,1,1,3,1052,0,0,1052,0.0,0.0,1,1,3,1,1,6,3.0,1,-1,1984.0,3,1.0,668.0,2,2,1.0,0,215,0,0,0,0,0,0,0,4,2009,113500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
65.0,6435,1,0,0,6,5,1939,1950,0.0,1,1,2,2,-1,-0.5,0.0,-0.5,0.0,972.0,972.0,2,1,3,972,605,0,1577,0.0,0.0,1,0,3,1,0,6,3.0,1,3,1939.0,1,1.0,312.0,2,2,1.0,0,0,0,0,0,0,0,0,0,10,2006,140200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
65.0,8450,1,0,0,5,6,1968,1968,90.0,1,1,2,2,-1,1.0,162.0,2.0,270.0,450.0,882.0,1,1,3,909,0,0,909,0.0,0.0,1,0,3,1,1,5,3.0,0,0,1968.0,1,1.0,294.0,2,2,1.0,0,155,0,0,0,0,0,3,0,11,2006,116000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
88.0,11577,1,0,0,9,5,2005,2006,382.0,3,1,3,2,3,3.0,1455.0,-0.5,0.0,383.0,1838.0,3,1,3,1838,0,0,1838,1.0,0.0,2,0,3,1,3,9,3.0,1,3,2005.0,3,3.0,682.0,2,2,1.0,161,225,0,0,0,0,0,0,0,9,2006,359900,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
